symptoms,severity
routine checkup,0
routine checkup,0
routine checkup,0
routine checkup,0
routine checkup,0
routine checkup,0
routine checkup,0
routine checkup,0
routine checkup,0
routine checkup,0
routine checkup,0
routine checkup,0
routine checkup,0
routine checkup,0
routine checkup,0
routine checkup,0
routine checkup,0
routine checkup,0
routine checkup,0
routine checkup,0
routine checkup,0
routine checkup,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
annual health check,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
minor scrape,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
prescription refill,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
general consultation,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
small bruise,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
mild fatigue,0
